codigo	grupo	subgrupo	nivel	subnivel
C2561	Industria manufacturera	Fabricación de productos metálicos, excepto maquinaria y equipo	Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros	Tratamiento y revestimiento de metales
C2562	Industria manufacturera	Fabricación de productos metálicos, excepto maquinaria y equipo	Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros	Ingeniería mecánica por cuenta de terceros
C2571	Industria manufacturera	Fabricación de productos metálicos, excepto maquinaria y equipo	Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería	Fabricación de artículos de cuchillería y cubertería
C2572	Industria manufacturera	Fabricación de productos metálicos, excepto maquinaria y equipo	Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería	Fabricación de cerraduras y herrajes
C2573	Industria manufacturera	Fabricación de productos metálicos, excepto maquinaria y equipo	Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería	Fabricación de herramientas
C2591	Industria manufacturera	Fabricación de productos metálicos, excepto maquinaria y equipo	Fabricación de otros productos metálicos	Fabricación de bidones y toneles de hierro o acero
C2592	Industria manufacturera	Fabricación de productos metálicos, excepto maquinaria y equipo	Fabricación de otros productos metálicos	Fabricación de envases y embalajes metálicos ligeros
C2593	Industria manufacturera	Fabricación de productos metálicos, excepto maquinaria y equipo	Fabricación de otros productos metálicos	Fabricación de productos de alambre, cadenas y muelles
C2594	Industria manufacturera	Fabricación de productos metálicos, excepto maquinaria y equipo	Fabricación de otros productos metálicos	Fabricación de pernos y productos de tornillería
C2599	Industria manufacturera	Fabricación de productos metálicos, excepto maquinaria y equipo	Fabricación de otros productos metálicos	Fabricación de otros productos metálicos n.c.o.p.
C2611	Industria manufacturera	Fabricación de productos informáticos, electrónicos y ópticos	Fabricación de componentes electrónicos y circuitos impresos ensamblados	Fabricación de componentes electrónicos
C2612	Industria manufacturera	Fabricación de productos informáticos, electrónicos y ópticos	Fabricación de componentes electrónicos y circuitos impresos ensamblados	Fabricación de circuitos impresos ensamblados
C2620	Industria manufacturera	Fabricación de productos informáticos, electrónicos y ópticos	Fabricación de ordenadores y equipos periféricos	Fabricación de ordenadores y equipos periféricos
C2630	Industria manufacturera	Fabricación de productos informáticos, electrónicos y ópticos	Fabricación de equipos de telecomunicaciones	Fabricación de equipos de telecomunicaciones
C2640	Industria manufacturera	Fabricación de productos informáticos, electrónicos y ópticos	Fabricación de productos electrónicos de consumo	Fabricación de productos electrónicos de consumo
C2651	Industria manufacturera	Fabricación de productos informáticos, electrónicos y ópticos	Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes	Fabricación de instrumentos y aparatos de medida, verificación y navegación
C2652	Industria manufacturera	Fabricación de productos informáticos, electrónicos y ópticos	Fabricación de instrumentos y aparatos de medida, verificación y navegación; fabricación de relojes	Fabricación de relojes
C2660	Industria manufacturera	Fabricación de productos informáticos, electrónicos y ópticos	Fabricación de equipos de radiación, electromédicos y electroterapéuticos	Fabricación de equipos de radiación, electromédicos y electroterapéuticos
C2670	Industria manufacturera	Fabricación de productos informáticos, electrónicos y ópticos	Fabricación de instrumentos de óptica y equipo fotográfico	Fabricación de instrumentos de óptica y equipo fotográfico
C2680	Industria manufacturera	Fabricación de productos informáticos, electrónicos y ópticos	Fabricación de soportes magnéticos y ópticos	Fabricación de soportes magnéticos y ópticos
C2711	Industria manufacturera	Fabricación de material y equipo eléctrico	Fabricación de motores, generadores y transformadores eléctricos, y de aparatos de distribución y control eléctrico	Fabricación de motores, generadores y transformadores eléctricos
C2712	Industria manufacturera	Fabricación de material y equipo eléctrico	Fabricación de motores, generadores y transformadores eléctricos, y de aparatos de distribución y control eléctrico	Fabricación de aparatos de distribución y control eléctrico
C2720	Industria manufacturera	Fabricación de material y equipo eléctrico	Fabricación de pilas y acumuladores eléctricos	Fabricación de pilas y acumuladores eléctricos
C2731	Industria manufacturera	Fabricación de material y equipo eléctrico	Fabricación de cables y dispositivos de cableado	Fabricación de cables de fibra óptica
C2732	Industria manufacturera	Fabricación de material y equipo eléctrico	Fabricación de cables y dispositivos de cableado	Fabricación de otros hilos y cables electrónicos y eléctricos
C2733	Industria manufacturera	Fabricación de material y equipo eléctrico	Fabricación de cables y dispositivos de cableado	Fabricación de dispositivos de cableado
C2740	Industria manufacturera	Fabricación de material y equipo eléctrico	Fabricación de lámparas y aparatos eléctricos de iluminación	Fabricación de lámparas y aparatos eléctricos de iluminación
C2751	Industria manufacturera	Fabricación de material y equipo eléctrico	Fabricación de aparatos domésticos	Fabricación de electrodomésticos
C2752	Industria manufacturera	Fabricación de material y equipo eléctrico	Fabricación de aparatos domésticos	Fabricación de aparatos domésticos no eléctricos
C2790	Industria manufacturera	Fabricación de material y equipo eléctrico	Fabricación de otro material y equipo eléctrico	Fabricación de otro material y equipo eléctrico
C2811	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de maquinaria de uso general	Fabricación de motores y turbinas, excepto los destinados a aeronaves, vehículos automóviles y ciclomotores
C2812	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de maquinaria de uso general	Fabricación de equipos de transmisión hidráulica y neumática
C2813	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de maquinaria de uso general	Fabricación de otras bombas y compresores
C2814	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de maquinaria de uso general	Fabricación de otra grifería y válvulas
C2815	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de maquinaria de uso general	Fabricación de cojinetes, engranajes y órganos mecánicos de transmisión
C2821	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria de uso general	Fabricación de hornos y quemadores
C2822	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria de uso general	Fabricación de maquinaria de elevación y manipulación
C2823	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria de uso general	Fabricación de máquinas y equipos de oficina, excepto equipos informáticos
C2824	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria de uso general	Fabricación de herramientas eléctricas manuales
C2825	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria de uso general	Fabricación de maquinaria de ventilación y refrigeración no doméstica
C2829	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria de uso general	Fabricación de otra maquinaria de uso general n.c.o.p.
C2830	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de maquinaria agraria y forestal	Fabricación de maquinaria agraria y forestal
C2841	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de máquinas herramienta para trabajar el metal y otras máquinas herramienta	Fabricación de máquinas herramienta para trabajar el metal
C2849	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de máquinas herramienta para trabajar el metal y otras máquinas herramienta	Fabricación de otras máquinas herramienta
C2891	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria para usos específicos	Fabricación de maquinaria para la industria metalúrgica
C2892	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria para usos específicos	Fabricación de maquinaria para las industrias extractivas y de la construcción
C2893	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria para usos específicos	Fabricación de maquinaria para la industria de la alimentación, bebidas y tabaco
C2894	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria para usos específicos	Fabricación de maquinaria para las industrias textil, de la confección y del cuero
C2895	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria para usos específicos	Fabricación de maquinaria para la industria del papel y del cartón
C2896	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria para usos específicos	Fabricación de maquinaria para la industria del plástico y el caucho
C2899	Industria manufacturera	Fabricación de maquinaria y equipo n.c.o.p.	Fabricación de otra maquinaria para usos específicos	Fabricación de otra maquinaria para usos específicos n.c.o.p.
C2910	Industria manufacturera	Fabricación de vehículos de motor, remolques y semirremolques	Fabricación de vehículos de motor	Fabricación de vehículos de motor
C2920	Industria manufacturera	Fabricación de vehículos de motor, remolques y semirremolques	Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques	Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques
C2931	Industria manufacturera	Fabricación de vehículos de motor, remolques y semirremolques	Fabricación de componentes, piezas y accesorios para vehículos de motor	Fabricación de equipos eléctricos y electrónicos para vehículos de motor
C2932	Industria manufacturera	Fabricación de vehículos de motor, remolques y semirremolques	Fabricación de componentes, piezas y accesorios para vehículos de motor	Fabricación de otros componentes, piezas y accesorios para vehículos de motor
C3011	Industria manufacturera	Fabricación de otro material de transporte	Construcción naval	Construcción de barcos y estructuras flotantes
C3012	Industria manufacturera	Fabricación de otro material de transporte	Construcción naval	Construcción de embarcaciones de recreo y deporte
C3020	Industria manufacturera	Fabricación de otro material de transporte	Fabricación de locomotoras y material ferroviario	Fabricación de locomotoras y material ferroviario
C3030	Industria manufacturera	Fabricación de otro material de transporte	Construcción aeronáutica y espacial y su maquinaria	Construcción aeronáutica y espacial y su maquinaria
C3040	Industria manufacturera	Fabricación de otro material de transporte	Fabricación de vehículos militares de combate	Fabricación de vehículos militares de combate
C3091	Industria manufacturera	Fabricación de otro material de transporte	Fabricación de otro material de transporte n.c.o.p.	Fabricación de motocicletas
C3092	Industria manufacturera	Fabricación de otro material de transporte	Fabricación de otro material de transporte n.c.o.p.	Fabricación de bicicletas y de vehículos para personas con discapacidad
C3099	Industria manufacturera	Fabricación de otro material de transporte	Fabricación de otro material de transporte n.c.o.p.	Fabricación de otro material de transporte n.c.o.p.
C3101	Industria manufacturera	Fabricación de muebles	Fabricación de muebles	Fabricación de muebles de oficina y de establecimientos comerciales
C3102	Industria manufacturera	Fabricación de muebles	Fabricación de muebles	Fabricación de muebles de cocina
C3103	Industria manufacturera	Fabricación de muebles	Fabricación de muebles	Fabricación de colchones
C3109	Industria manufacturera	Fabricación de muebles	Fabricación de muebles	Fabricación de otros muebles
C3211	Industria manufacturera	Otras industrias manufactureras	Fabricación de artículos de joyería, bisutería y similares	Fabricación de monedas
C3212	Industria manufacturera	Otras industrias manufactureras	Fabricación de artículos de joyería, bisutería y similares	Fabricación de artículos de joyería y artículos similares
C3213	Industria manufacturera	Otras industrias manufactureras	Fabricación de artículos de joyería, bisutería y similares	Fabricación de artículos de bisutería y artículos similares
C3220	Industria manufacturera	Otras industrias manufactureras	Fabricación de instrumentos musicales	Fabricación de instrumentos musicales
C3230	Industria manufacturera	Otras industrias manufactureras	Fabricación de artículos de deporte	Fabricación de artículos de deporte
C3240	Industria manufacturera	Otras industrias manufactureras	Fabricación de juegos y juguetes	Fabricación de juegos y juguetes
C3250	Industria manufacturera	Otras industrias manufactureras	Fabricación de instrumentos y suministros médicos y odontológicos	Fabricación de instrumentos y suministros médicos y odontológicos
C3291	Industria manufacturera	Otras industrias manufactureras	Industrias manufactureras n.c.o.p.	Fabricación de escobas, brochas y cepillos
C3299	Industria manufacturera	Otras industrias manufactureras	Industrias manufactureras n.c.o.p.	Otras industrias manufactureras n.c.o.p.
C3311	Industria manufacturera	Reparación e instalación de maquinaria y equipo	Reparación de productos metálicos, maquinaria y equipo	Reparación de productos metálicos
C3312	Industria manufacturera	Reparación e instalación de maquinaria y equipo	Reparación de productos metálicos, maquinaria y equipo	Reparación de maquinaria
C3313	Industria manufacturera	Reparación e instalación de maquinaria y equipo	Reparación de productos metálicos, maquinaria y equipo	Reparación de equipos electrónicos y ópticos
C3314	Industria manufacturera	Reparación e instalación de maquinaria y equipo	Reparación de productos metálicos, maquinaria y equipo	Reparación de equipos eléctricos
C3315	Industria manufacturera	Reparación e instalación de maquinaria y equipo	Reparación de productos metálicos, maquinaria y equipo	Reparación y mantenimiento naval
C3316	Industria manufacturera	Reparación e instalación de maquinaria y equipo	Reparación de productos metálicos, maquinaria y equipo	Reparación y mantenimiento aeronáutico y espacial
C3317	Industria manufacturera	Reparación e instalación de maquinaria y equipo	Reparación de productos metálicos, maquinaria y equipo	Reparación y mantenimiento de otro material de transporte
C3319	Industria manufacturera	Reparación e instalación de maquinaria y equipo	Reparación de productos metálicos, maquinaria y equipo	Reparación de otros equipos
C3320	Industria manufacturera	Reparación e instalación de maquinaria y equipo	Instalación de máquinas y equipos industriales	Instalación de máquinas y equipos industriales
D3512	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción, transporte y distribución de energía eléctrica	Transporte de energía eléctrica
D3513	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción, transporte y distribución de energía eléctrica	Distribución de energía eléctrica
D3514	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción, transporte y distribución de energía eléctrica	Comercio de energía eléctrica
D3515	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción, transporte y distribución de energía eléctrica	Producción de energía hidroeléctrica
D3516	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción, transporte y distribución de energía eléctrica	Producción de energía eléctrica de origen térmico convencional
D3517	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción, transporte y distribución de energía eléctrica	Producción de energía eléctrica de origen nuclear
D3518	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción, transporte y distribución de energía eléctrica	Producción de energía eléctrica de origen eólico
D3519	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción, transporte y distribución de energía eléctrica	Producción de energía eléctrica de otros tipos
D3521	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción de gas; distribución por tubería de combustibles gaseosos	Producción de gas
D3522	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción de gas; distribución por tubería de combustibles gaseosos	Distribución por tubería de combustibles gaseosos
D3523	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Producción de gas; distribución por tubería de combustibles gaseosos	Comercio de gas por tubería
D3530	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Suministro de vapor y aire acondicionado	Suministro de vapor y aire acondicionado
E3600	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Captación, depuración y distribución de agua	Captación, depuración y distribución de agua	Captación, depuración y distribución de agua
E3700	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Recogida y tratamiento de aguas residuales	Recogida y tratamiento de aguas residuales	Recogida y tratamiento de aguas residuales
E3811	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Recogida, tratamiento y eliminación de residuos; valorización	Recogida de residuos	Recogida de residuos no peligrosos
E3812	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Recogida, tratamiento y eliminación de residuos; valorización	Recogida de residuos	Recogida de residuos peligrosos
E3821	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Recogida, tratamiento y eliminación de residuos; valorización	Tratamiento y eliminación de residuos	Tratamiento y eliminación de residuos no peligrosos
E3822	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Recogida, tratamiento y eliminación de residuos; valorización	Tratamiento y eliminación de residuos	Tratamiento y eliminación de residuos peligrosos
E3831	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Recogida, tratamiento y eliminación de residuos; valorización	Valorización	Separación y clasificación de materiales
E3832	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Recogida, tratamiento y eliminación de residuos; valorización	Valorización	Valorización de materiales ya clasificados
E3900	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Actividades de descontaminación y otros servicios de gestión de residuos	Actividades de descontaminación y otros servicios de gestión de residuos	Actividades de descontaminación y otros servicios de gestión de residuos
F4110	Construcción	Construcción de edificios	Promoción inmobiliaria	Promoción inmobiliaria
F4121	Construcción	Construcción de edificios	Construcción de edificios	Construcción de edificios residenciales
F4122	Construcción	Construcción de edificios	Construcción de edificios	Construcción de edificios no residenciales
F4211	Construcción	Ingeniería civil	Construcción de carreteras y vías férreas, puentes y túneles	Construcción de carreteras y autopistas
F4212	Construcción	Ingeniería civil	Construcción de carreteras y vías férreas, puentes y túneles	Construcción de vías férreas de superficie y subterráneas
F4213	Construcción	Ingeniería civil	Construcción de carreteras y vías férreas, puentes y túneles	Construcción de puentes y túneles
F4221	Construcción	Ingeniería civil	Construcción de redes	Construcción de redes para fluidos
F4222	Construcción	Ingeniería civil	Construcción de redes	Construcción de redes eléctricas y de telecomunicaciones
F4291	Construcción	Ingeniería civil	Construcción de otros proyectos de ingeniería civil	Obras hidráulicas
F4299	Construcción	Ingeniería civil	Construcción de otros proyectos de ingeniería civil	Construcción de otros proyectos de ingeniería civil n.c.o.p.
F4311	Construcción	Actividades de construcción especializada	Demolición y preparación de terrenos	Demolición
F4312	Construcción	Actividades de construcción especializada	Demolición y preparación de terrenos	Preparación de terrenos
F4313	Construcción	Actividades de construcción especializada	Demolición y preparación de terrenos	Perforaciones y sondeos
F4321	Construcción	Actividades de construcción especializada	Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción	Instalaciones eléctricas
F4322	Construcción	Actividades de construcción especializada	Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción	Fontanería, instalaciones de sistemas de calefacción y aire acondicionado
F4329	Construcción	Actividades de construcción especializada	Instalaciones eléctricas, de fontanería y otras instalaciones en obras de construcción	Otras instalaciones en obras de construcción
F4331	Construcción	Actividades de construcción especializada	Acabado de edificios	Revocamiento
F4332	Construcción	Actividades de construcción especializada	Acabado de edificios	Instalación de carpintería
F4333	Construcción	Actividades de construcción especializada	Acabado de edificios	Revestimiento de suelos y paredes
F4334	Construcción	Actividades de construcción especializada	Acabado de edificios	Pintura y acristalamiento
F4339	Construcción	Actividades de construcción especializada	Acabado de edificios	Otro acabado de edificios
F4391	Construcción	Actividades de construcción especializada	Otras actividades de construcción especializada	Construcción de cubiertas
F4399	Construcción	Actividades de construcción especializada	Otras actividades de construcción especializada	Otras actividades de construcción especializada n.c.o.p.
G4511	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Venta y reparación de vehículos de motor y motocicletas	Venta de vehículos de motor	Venta de automóviles y vehículos de motor ligeros
G4519	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Venta y reparación de vehículos de motor y motocicletas	Venta de vehículos de motor	Venta de otros vehículos de motor
G4520	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Venta y reparación de vehículos de motor y motocicletas	Mantenimiento y reparación de vehículos de motor	Mantenimiento y reparación de vehículos de motor
G4531	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Venta y reparación de vehículos de motor y motocicletas	Comercio de repuestos y accesorios de vehículos de motor	Comercio al por mayor de repuestos y accesorios de vehículos de motor
G4532	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Venta y reparación de vehículos de motor y motocicletas	Comercio de repuestos y accesorios de vehículos de motor	Comercio al por menor de repuestos y accesorios de vehículos de motor
G4540	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Venta y reparación de vehículos de motor y motocicletas	Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios	Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios
G4611	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Intermediarios del comercio	Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados
G4612	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Intermediarios del comercio	Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales
G4613	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Intermediarios del comercio	Intermediarios del comercio de la madera y materiales de construcción
G4614	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Intermediarios del comercio	Intermediarios del comercio de maquinaria, equipo industrial, embarcaciones y aeronaves
G4615	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Intermediarios del comercio	Intermediarios del comercio de muebles, artículos para el hogar y ferretería
G4616	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Intermediarios del comercio	Intermediarios del comercio de textiles, prendas de vestir, peletería, calzado y artículos de cuero
G4617	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Intermediarios del comercio	Intermediarios del comercio de productos alimenticios, bebidas y tabaco
G4618	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Intermediarios del comercio	Intermediarios del comercio especializados en la venta de otros productos específicos
G4619	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Intermediarios del comercio	Intermediarios del comercio de productos diversos
G4621	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de materias primas agrarias y de animales vivos	Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales
G4622	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de materias primas agrarias y de animales vivos	Comercio al por mayor de flores y plantas
G4623	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de materias primas agrarias y de animales vivos	Comercio al por mayor de animales vivos
G4624	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de materias primas agrarias y de animales vivos	Comercio al por mayor de cueros y pieles
G4631	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de productos alimenticios, bebidas y tabaco	Comercio al por mayor de frutas y hortalizas
G4632	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de productos alimenticios, bebidas y tabaco	Comercio al por mayor de carne y productos cárnicos
G4633	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de productos alimenticios, bebidas y tabaco	Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles
G4634	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de productos alimenticios, bebidas y tabaco	Comercio al por mayor de bebidas
G4635	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de productos alimenticios, bebidas y tabaco	Comercio al por mayor de productos del tabaco
G4636	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de productos alimenticios, bebidas y tabaco	Comercio al por mayor de azúcar, chocolate y confitería
G4637	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de productos alimenticios, bebidas y tabaco	Comercio al por mayor de café, té, cacao y especias
G4638	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de productos alimenticios, bebidas y tabaco	Comercio al por mayor de pescados y mariscos y otros productos alimenticios
G4639	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de productos alimenticios, bebidas y tabaco	Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco
G4641	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de artículos de uso doméstico	Comercio al por mayor de textiles
G4642	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de artículos de uso doméstico	Comercio al por mayor de prendas de vestir y calzado
G4643	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de artículos de uso doméstico	Comercio al por mayor de aparatos electrodomésticos
G4644	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de artículos de uso doméstico	Comercio al por mayor de porcelana, cristalería y artículos de limpieza
G4645	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de artículos de uso doméstico	Comercio al por mayor de productos perfumería y cosmética
G4646	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de artículos de uso doméstico	Comercio al por mayor de productos farmacéuticos
G4647	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de artículos de uso doméstico	Comercio al por mayor de muebles, alfombras y aparatos de iluminación
G4648	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de artículos de uso doméstico	Comercio al por mayor de artículos de relojería y joyería
G4649	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de artículos de uso doméstico	Comercio al por mayor de otros artículos de uso doméstico
G4651	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	Comercio al por mayor de equipos para las tecnologías de la información y las comunicaciones	Comercio al por mayor de ordenadores, equipos periféricos y programas informáticos
